# This is the site / region geographic boundary conditions file. Columns are separated by commas. For site locations xrange/yrange are scalars. 
No.,    Abbr.,  Name,                           xmin,           xmax,           ymin,           ymax,           deltax,         deltay,         Sitetype,       Projection,     Projparam,      Elevation
199,    G0199,                     cro_all0199,     -78.000,     -77.500,      39.000,      39.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,     166
200,    G0200,                     dbs_bor0200,     167.250,     167.750,      65.500,      66.000,       0.500,       0.500,    grid,  latitude_longitude,      NA,     582
201,    G0201,                     c3g_arc0201,     146.250,     146.750,      61.000,      61.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,    1062
202,    G0202,                     c3g_arc0202,     159.750,     160.250,      57.000,      57.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,     723
203,    G0203,                     dbs_bor0203,      92.250,      92.750,      70.750,      71.250,       0.500,       0.500,    grid,  latitude_longitude,      NA,      45
204,    G0204,                     c3g_arc0204,     -75.250,     -74.750,      58.250,      58.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     183
205,    G0205,                     c3g_arc0205,    -135.500,    -135.000,      66.000,      66.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,     546
206,    G0206,                     c3g_arc0206,    -160.750,    -160.250,      61.500,      62.000,       0.500,       0.500,    grid,  latitude_longitude,      NA,      29
207,    G0207,                     c3g_arc0207,      77.500,      78.000,      63.000,      63.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,      64
208,    G0208,                     c3g_nar0208,    -117.000,    -116.500,      46.250,      46.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     789
209,    G0209,                     c4g_all0209,      32.500,      33.000,     -22.750,     -22.250,       0.500,       0.500,    grid,  latitude_longitude,      NA,     108
210,    G0210,                     c4g_all0210,    -100.250,     -99.750,      30.250,      30.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     663
211,    G0211,                     c4g_all0211,     -97.500,     -97.000,      38.750,      39.250,       0.500,       0.500,    grid,  latitude_longitude,      NA,     385
212,    G0212,                     cro_all0212,      36.750,      37.250,      51.750,      52.250,       0.500,       0.500,    grid,  latitude_longitude,      NA,     212
213,    G0213,                     cro_all0213,      77.250,      77.750,      27.750,      28.250,       0.500,       0.500,    grid,  latitude_longitude,      NA,     190
214,    G0214,                     cro_all0214,      73.500,      74.000,      32.500,      33.000,       0.500,       0.500,    grid,  latitude_longitude,      NA,     266
215,    G0215,                     cro_all0215,      31.250,      31.750,      -0.500,       0.000,       0.500,       0.500,    grid,  latitude_longitude,      NA,    1244
216,    G0216,                     cro_all0216,     -99.750,     -99.250,      45.750,      46.250,       0.500,       0.500,    grid,  latitude_longitude,      NA,     610
217,    G0217,                     c4g_all0217,     -51.250,     -50.750,     -15.250,     -14.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     272
218,    G0218,                     cro_all0218,      30.250,      30.750,      47.500,      48.000,       0.500,       0.500,    grid,  latitude_longitude,      NA,     129
219,    G0219,                     c3g_nar0219,       0.250,       0.750,      49.250,      49.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,      95
220,    G0220,                     cro_all0220,      48.750,      49.250,      55.250,      55.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     112
221,    G0221,                     c3g_nar0221,     141.250,     141.750,     -37.750,     -37.250,       0.500,       0.500,    grid,  latitude_longitude,      NA,     166
222,    G0222,                     cro_all0222,      61.000,      61.500,      55.000,      55.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,     228
223,    G0223,                     cro_all0223,      -8.250,      -7.750,      53.250,      53.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,      56
224,    G0224,                     cro_all0224,     -84.250,     -83.750,      41.500,      42.000,       0.500,       0.500,    grid,  latitude_longitude,      NA,     234
225,    G0225,                     cro_all0225,    -113.250,    -112.750,      52.250,      52.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     806
226,    G0226,                     cro_all0226,      35.750,      36.250,      48.250,      48.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     108
227,    G0227,                     cro_all0227,     115.750,     116.250,      33.750,      34.250,       0.500,       0.500,    grid,  latitude_longitude,      NA,      38
228,    G0228,                     cro_all0228,     122.500,     123.000,      44.750,      45.250,       0.500,       0.500,    grid,  latitude_longitude,      NA,     151
229,    G0229,                     cro_all0229,      42.000,      42.500,      55.500,      56.000,       0.500,       0.500,    grid,  latitude_longitude,      NA,      99
230,    G0230,                     bar_all0230,       6.750,       7.250,      45.250,      45.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,    2277
231,    G0231,                     ebf_tro0231,      -7.500,      -7.000,       5.500,       6.000,       0.500,       0.500,    grid,  latitude_longitude,      NA,     190
232,    G0232,                     bar_all0232,      16.250,      16.750,     -18.750,     -18.250,       0.500,       0.500,    grid,  latitude_longitude,      NA,    1092
233,    G0233,                     bar_all0233,     -67.500,     -67.000,     -43.250,     -42.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     184
234,    G0234,                     ebf_tro0234,     -68.000,     -67.500,      -4.250,      -3.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,      86
235,    G0235,                     c3g_nar0235,     -74.000,     -73.500,       5.250,       5.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,    2649
236,    G0236,                     c3g_nar0236,     -97.750,     -97.250,      18.000,      18.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,    1859
237,    G0237,                     cro_all0237,     -82.250,     -81.750,      32.750,      33.250,       0.500,       0.500,    grid,  latitude_longitude,      NA,      79
238,    G0238,                     cro_all0238,     -96.000,     -95.500,      31.250,      31.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     104
239,    G0239,                     cro_all0239,      23.250,      23.750,      52.750,      53.250,       0.500,       0.500,    grid,  latitude_longitude,      NA,     155
240,    G0240,                     c3g_nar0240,      12.250,      12.750,      49.500,      50.000,       0.500,       0.500,    grid,  latitude_longitude,      NA,     585
241,    G0241,                     cro_all0241,      76.250,      76.750,      53.250,      53.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     103
242,    G0242,                     bar_all0242,      77.250,      77.750,      46.250,      46.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     354
243,    G0243,                     cro_all0243,     124.750,     125.250,       7.000,       7.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,     390
244,    G0244,                     dbf_tem0244,     139.250,     139.750,      36.750,      37.250,       0.500,       0.500,    grid,  latitude_longitude,      NA,    1092
245,    G0245,                     cro_all0245,     101.750,     102.250,      15.000,      15.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,     202
246,    G0246,                     cro_all0246,      41.750,      42.250,      37.000,      37.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,     692
247,    G0247,                     cro_all0247,      21.250,      21.750,      41.250,      41.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     833
248,    G0248,                     c3g_arc0248,       8.500,       9.000,      60.250,      60.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     899
249,    G0249,                     c3g_nar0249,       9.000,       9.500,      55.000,      55.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,      38
250,    G0250,                     c4g_all0250,       9.750,      10.250,      12.250,      12.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,     357
251,    G0251,                     cro_all0251,      37.250,      37.750,      12.250,      12.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,    2122
252,    G0252,                     cro_all0252,      30.750,      31.250,      30.000,      30.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,      38
253,    G0253,                     c4g_all0253,     117.000,     117.500,      40.000,      40.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,     411
254,    G0254,                     c3g_nar0254,     109.500,     110.000,      47.250,      47.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,    1295
255,    G0255,                     bar_all0255,      84.750,      85.250,      43.250,      43.750,       0.500,       0.500,    grid,  latitude_longitude,      NA,    3578
256,    G0256,                     ebf_tro0256,     101.750,     102.250,       4.000,       4.500,       0.500,       0.500,    grid,  latitude_longitude,      NA,     169
